name,email,contact_form_url,rating,reviews_count,location,country,website_url,profile_url,services,source,category,sub_category,min_project,hourly_rate,employees,team_size,tagline,scraped_at
Sacred Graph,Unreachable,,5.0,3.0,,,https://sacredgraph.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/sacred-graph,"10% AI Agents, 10% AI Consulting, 10% AI Development+7 services, 10% API Development, 10% Custom Software Development, 10% Generative AI, 10% IT Managed Services, 10% IT Strategy Consulting, 10% Other Application Development, 10% Web Development",Clutch.co,"Development,IT Services","Java,PHP,Python & Django,WordPress,All IT Services,Managed IT (MSP)",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:07:46
Siftia,info@siftia.tech,,5.0,3.0,"San José, Costa Rica",Costa Rica,https://siftia.tech/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/siftia,"15% AI Development, 15% API Development, 15% BI & Big Data Consulting & SI+4 services, 15% Cloud Consulting & SI, 15% Custom Software Development, 15% Microservices Architecture Services, 10% Web Development",Clutch.co,"Development,IT Services","Python & Django,All IT Services",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:07:46
Automatic Technology Solutions LLC,sales@ats-systems.net,,5.0,3.0,"New York, NY",United States,https://ats-systems.net?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/automatic-technology-solutions,"20% UX/UI Design, 20% Custom Software Development, 20% Mobile App Development+3 services, 20% Web Development, 10% CRM Consulting and SI, 10% Cybersecurity",Clutch.co,"Design,Development,IT Services","UI/UX Design,.NET,Flutter,Python & Django,Cybersecurity",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:07:55
Bluell,info@bluell.se,,5.0,3.0,"Sollentuna, Sweden",Sweden,http://bluell.se,https://clutch.co/profile/bluell,"30% Custom Software Development, 20% IoT Development, 20% Mobile App Development+2, 15% AI Development, 15% Web Development, 11% .NET, 11% Angular, 11% Laravel+7, 11% NextJS, 11% NodeJS, 11% Oracle Application Development Framework, 11% React Native, 11% Ruby on Rails, 6% Django, 6% VueJS",Clutch.co,Development,".NET,Python & Django",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:07:55
Oktana,adrian.armijos@oktana.com,,5.0,3.0,,,https://oktana.com/contact-us/?ls=Clutch?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/oktana,"35% Custom Software Development, 25% IT Staff Augmentation, 15% CRM Consulting and SI+2 services, 15% Web Development, 10% API Development",Clutch.co,"Development,IT Services","Java,WordPress,All IT Services,IT Staff Augmentation",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:09:22
DevsOperative,hello@devsoperative.com,,5.0,3.0,"Grand Rapids, MI",United States,https://devsoperative.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/devsoperative,"40% Custom Software Development, 15% Cloud Consulting & SI, 15% IT Managed Services+3 services, 15% Web Development, 10% IT Strategy Consulting, 5% IT Staff Augmentation",Clutch.co,"Development,IT Services","Java,WordPress,All IT Services,Managed IT (MSP)",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:09:31
Foxxy Studio,Unreachable,https://foxxy.studio/contact,5.0,3.0,"London, England",England,https://foxxy.studio/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/foxxy-studio,"25% UX/UI Design, 25% Web Design, 20% Low/No Code Development+2 services, 15% Branding, 15% Web Development",Clutch.co,"Design,Development","UI/UX Design,Flutter,Java,PHP",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:09:31
Decision Crew,info@decisioncrew.com,,5.0,3.0,"Baarn, Netherlands",Netherlands,https://decisioncrew.com/,https://clutch.co/profile/decision-crew,"20% BI & Big Data Consulting & SI, 15% Low/No Code Development, 10% Corporate Training & Coaching+9 services, 10% Custom Software Development, 10% Web Design, 5% AI Consulting, 5% AI Development, 5% Business Consulting, 5% Cloud Consulting & SI, 5% IT Strategy Consulting, 5% Robotics Process Automation, 5% UX/UI Design",Clutch.co,"Development,IT Services","Java,All IT Services",,$100 - $149 / hr,2 - 9,,,2026-02-21 01:09:31
Coder Trove,Unreachable,,5.0,3.0,"Potts Point, Australia",Australia,https://codertrove.com/,https://clutch.co/profile/coder-trove,"30% IT Staff Augmentation, 25% Custom Software Development, 20% IT Strategy Consulting+2 services, 15% AI Development, 10% Cybersecurity",Clutch.co,"Development,IT Services",".NET,Java,All IT Services,Cybersecurity,IT Staff Augmentation",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:09:31
Kaien Software,info@kaiensoftware.com,,5.0,3.0,"Montevideo, Uruguay",Uruguay,https://www.kaiensoftware.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/kaien-software,"100% Custom Software Development, 60% .NET, 20% Angular, 20% NodeJS",Clutch.co,Development,".NET,Java",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:09:40
NEWGEN INTERNATIONAL INC,Unreachable,,5.0,3.0,"Rio Tinto, Portugal",Portugal,https://newgen-international.us/,https://clutch.co/profile/newgen-international,"70% Web Development, 20% Mobile App Development, 10% Web Design, 50% PHP, 40% JavaScript, 10% SQL",Clutch.co,Development,PHP,,$25 - $49 / hr,10 - 49,,,2026-02-21 01:11:47
DEVITGROUP LTD,contact@devitgroup.co.uk,,5.0,3.0,"London, England",England,https://devitgroup.co.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/devitgroup,"30% Custom Software Development, 20% Web Development, 15% AI Development+4 services, 15% Mobile App Development, 10% Enterprise App Modernization, 5% API Development, 5% Application Management & Support",Clutch.co,Development,".NET,Custom Software Development",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:12:44
Bestarion,info@bestarion.com,,5.0,3.0,"Ho Chi Minh City, Vietnam",Vietnam,https://bestarion.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/bestarion,"10% Web Development, 25% Finance & Accounting Outsourcing (FAO), 25% IT Staff Augmentation+5, 10% Custom Software Development, 10% DevOps Managed Services, 10% Mobile App Development, 5% Data Annotation Services, 5% Generative AI, 100% WordPress CMS",Clutch.co,"Development,IT Services",".NET,Custom Software Development,WordPress,IT Staff Augmentation",,< $25 / hr,50 - 249,,,2026-02-21 01:12:53
GIANTY,contact@gianty.com,,5.0,3.0,"Minato City, Japan",Japan,https://www.gianty.com/,https://clutch.co/profile/gianty,"15% AI Development, 15% Mobile App Development, 10% AR/VR Development+8 services, 10% Custom Software Development, 10% IT Managed Services, 10% IT Staff Augmentation, 10% Web Development, 5% Application Testing, 5% Back Office Outsourcing, 5% Data Annotation Services, 5% Recruitment Process Outsourcing",Clutch.co,"Development,IT Services",".NET,AR/VR,WordPress,All IT Services,IT Staff Augmentation,Managed IT (MSP)",,$25 - $49 / hr,250 - 999,,,2026-02-21 01:13:03
ENQCODE TECHNOLOGIES LLP,contact@enqcode.com,,5.0,3.0,"Ahmedabad, India",India,https://enqcode.com/hire-developer?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-staff-augmentation,https://clutch.co/profile/enqcode-technologies-llp,"15% IT Staff Augmentation, 20% AI Development, 20% Custom Software Development+5 services, 15% Generative AI, 10% Low/No Code Development, 10% Web Development, 5% AI Consulting, 5% Mobile App Development",Clutch.co,"Development,IT Services",".NET,Flutter,IT Staff Augmentation",,< $25 / hr,10 - 49,,,2026-02-21 01:13:12
Sanddev sp. z o. o.,contact@sanddev.com,,5.0,3.0,,,https://sanddev.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/sanddev-sp-z-o-o,"10% Email Marketing, 20% Custom Software Development, 20% Generative AI+5 services, 15% Blockchain, 15% Web Development, 10% Mobile App Development, 5% AI Development, 5% Other Application Development",Clutch.co,"Development,Marketing",".NET,Blockchain,Email Marketing",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:13:13
Glush,hi@glush.agency,,5.0,3.0,"London, England",England,https://glush.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/glush,"10% Web Design, 15% Pay Per Click, 15% Social Media Marketing+7 services, 15% Web Development, 10% Digital Strategy, 10% Graphic Design, 10% Search Engine Optimization, 5% Content Marketing, 5% Logo, 5% UX/UI Design",Clutch.co,"Design,Development,Marketing","Web Design,WordPress,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:15:10
AngryLynx doo Novi Sad,info@angrylynx.io,,5.0,3.0,"Novi Sad, Serbia",Serbia,https://angrylynx.io?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services,https://clutch.co/profile/angrylynx-doo-novi-sad,"15% BI & Big Data Consulting & SI, 15% Cloud Consulting & SI, 15% Low/No Code Development+6 services, 10% AI Development, 10% CRM Consulting and SI, 10% Custom Software Development, 10% DevOps Managed Services, 10% Generative AI, 5% AI Agents",Clutch.co,"Development,IT Services","Flutter,All IT Services",,$25 - $49 / hr,2 - 9,,,2026-02-21 01:16:46
Dart Innovations and Technologies Pvt Ltd,Unreachable,,5.0,3.0,,,https://clutch.co/profile/dart-innovations-technologies?verified=true#reviews,https://clutch.co/profile/dart-innovations-technologies,"10% Blockchain, 20% E-Commerce Development, 20% Mobile App Development+6 services, 15% Low/No Code Development, 10% Custom Software Development, 10% Web Development, 5% AI Development, 5% API Development, 5% Enterprise App Modernization",Clutch.co,Development,Blockchain,,$25 - $49 / hr,50 - 249,,,2026-02-21 01:18:10
Hilo Labs,Unreachable,,5.0,3.0,,,https://clutch.co/profile/hilo-labs?verified=true#reviews,https://clutch.co/profile/hilo-labs,"15% Blockchain, 30% Custom Software Development, 30% Web Development+2 services, 15% AI Development, 10% UX/UI Design",Clutch.co,Development,Blockchain,,$50 - $99 / hr,2 - 9,,,2026-02-21 01:18:11
BP VENTURES LLC,Unreachable,,5.0,3.0,,,https://clutch.co/profile/bp-ventures?verified=true#reviews,https://clutch.co/profile/bp-ventures,"70% Blockchain, 30% Custom Software Development",Clutch.co,Development,Blockchain,,$50 - $99 / hr,10 - 49,,,2026-02-21 01:18:20
GegoSoft Technologies,sales@gegosoft.com,,5.0,3.0,"Madurai, India",India,https://gegosoft.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/gegosoft-technologies,"20% Blockchain, 20% Mobile App Development, 20% UX/UI Design+3 services, 20% Web Design, 10% ERP Consulting and SI, 10% Search Engine Optimization",Clutch.co,Development,Blockchain,,< $25 / hr,10 - 49,,,2026-02-21 01:18:39
Quantious,Unreachable,,5.0,3.0,"Nyack, NY",United States,https://clutch.co/profile/quantious?verified=true#reviews,https://clutch.co/profile/quantious,"15% Content Marketing, 20% Product Marketing, 15% AI Development+5 services, 15% Graphic Design, 15% Marketing Strategy, 10% AR/VR Development, 5% Email Marketing, 5% UX/UI Design",Clutch.co,"Development,Marketing","AR/VR,Content Marketing",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:19:33
Canopy Creative,Unreachable,,5.0,3.0,"Wyndham Vale, Australia",Australia,https://clutch.co/profile/canopy-creative?verified=true#reviews,https://clutch.co/profile/canopy-creative,"15% AR/VR Development, 25% Video Production, 10% AI Development+5 services, 10% Computer Engineering, 10% Event Management, 10% Low/No Code Development, 10% Other Application Development, 10% UX/UI Design",Clutch.co,Development,AR/VR,,$100 - $149 / hr,2 - 9,,,2026-02-21 01:19:43
On The Spot Development,Unreachable,,5.0,3.0,"Warszawa, Poland",Poland,https://clutch.co/profile/spot-development-0?verified=true#reviews,https://clutch.co/profile/spot-development-0,"50% IT Staff Augmentation, 15% Custom Software Development, 10% AR/VR Development+3 services, 10% Mobile App Development, 10% Web Development, 5% IT Strategy Consulting",Clutch.co,"Development,IT Services","AR/VR,IT Staff Augmentation",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:20:11
Mouts IT,Unreachable,,5.0,3.0,,,https://clutch.co/profile/mouts-it?verified=true#reviews,https://clutch.co/profile/mouts-it,"10% AR/VR Development, 20% IT Staff Augmentation, 10% BI & Big Data Consulting & SI+11 services, 10% Cloud Consulting & SI, 10% Custom Software Development, 10% Mobile App Development, 10% Web Development, 3% Application Management & Support, 3% Back Office Outsourcing, 3% Business Consulting, 3% Cybersecurity, 3% Finance & Accounting Outsourcing (FAO), 3% IT Managed Services, 2% Customer Service Outsourcing",Clutch.co,Development,AR/VR,,$25 - $49 / hr,250 - 999,,,2026-02-21 01:20:11
Rikkeisoft,Unreachable,,5.0,3.0,"Hanoi, Vietnam",Vietnam,https://clutch.co/profile/rikkeisoft?verified=true#reviews,https://clutch.co/profile/rikkeisoft,"15% AR/VR Development, 20% Mobile App Development, 20% Web Development+6 services, 10% Cloud Consulting & SI, 10% Custom Software Development, 10% E-Commerce Development, 5% AI Development, 5% BI & Big Data Consulting & SI, 5% IoT Development",Clutch.co,Development,AR/VR,,$25 - $49 / hr,"1,000 - 9,999",,,2026-02-21 01:20:11
Wizcode,kuba@wizcode.pl,,5.0,3.0,"Warszawa, Poland",Poland,https://wizcode.pl,https://clutch.co/profile/wizcode,"16.6/20 Reviews, 5.8/10 Clients & Experience, 4/10 Market Presence, 100% Custom Software Development",Clutch.co,Development,Freelance Developers,,$25 - $49 / hr,,,,2026-02-21 01:20:44
Devzone Tech,info@devzonetech.com,,5.0,3.0,"Sofia, Bulgaria",Bulgaria,https://www.devzonetech.com/,https://clutch.co/profile/devzone-tech,"16.2/20 Reviews, 4/10 Clients & Experience, 4.6/10 Market Presence, 70% Custom Software Development, 30% Other",Clutch.co,Development,Freelance Developers,,$50 - $99 / hr,,,,2026-02-21 01:20:44
Sadik shaikh,sadik5780@gmail.com,,5.0,3.0,"Chhatrapati Sambhajinagar (Aurangabad), India",India,https://portfolio-oklc.vercel.app/,https://clutch.co/profile/sadik-shaikh,"16.2/20 Reviews, 2.4/10 Clients & Experience, 6/10 Market Presence, 30% Custom Software Development, 70% Other",Clutch.co,Development,Freelance Developers,,$25 - $49 / hr,,,,2026-02-21 01:20:44
Noctua FF,regis@noctua-ff.dev,,5.0,3.0,"Brasília, Brazil",Brazil,https://noctua-ff.dev,https://clutch.co/profile/noctua-ff,"17/20 Reviews, 0/10 Clients & Experience, 4/10 Market Presence, 60% Custom Software Development, 40% Other",Clutch.co,Development,Freelance Developers,,$50 - $99 / hr,,,,2026-02-21 01:20:44
CATCHSAVVY SOLUTIONS,Unreachable,,5.0,3.0,"Dumont, NJ",United States,https://www.catchsavvy.com,https://clutch.co/profile/catchsavvy-solutions,"16.4/20 Reviews, 2.1/10 Clients & Experience, 4/10 Market Presence, 40% Custom Software Development, 60% Other",Clutch.co,Development,Freelance Developers,,$25 - $49 / hr,,,,2026-02-21 01:20:44
Roti's Web,contact@rotisweb.ro,,5.0,3.0,"Sanmartin de Beius, Bihor, Romania",Romania,https://rotisweb.ro/en,https://clutch.co/profile/rotis-web,"17/20 Reviews, 3.5/10 Clients & Experience, 4/10 Market Presence, 15% Custom Software Development, 85% Other",Clutch.co,Development,Freelance Developers,,$25 - $49 / hr,,,,2026-02-21 01:20:44
Novatech,Unreachable,,5.0,3.0,,,https://novatechdev.com/,https://clutch.co/profile/novatech-0,"16.2/20 Reviews, 0/10 Clients & Experience, 5.5/10 Market Presence, 40% Custom Software Development, 60% Other",Clutch.co,Development,Freelance Developers,,,,,,2026-02-21 01:20:44
Digitize Turf,Unreachable,,5.0,3.0,"Karachi, Pakistan",Pakistan,https://direct.me/arsalandev,https://clutch.co/profile/digitize-turf,"16.6/20 Reviews, 1.5/10 Clients & Experience, 6/10 Market Presence, 10% Custom Software Development, 90% Other",Clutch.co,Development,Freelance Developers,,$25 - $49 / hr,,,,2026-02-21 01:20:45
Datalink Networks Inc.,sales@datalinknetworks.net,,5.0,3.0,"Santa Clarita, CA",United States,https://www.datalinknetworks.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/datalink-networks,"17.2/20 Reviews, 7.5/10 Clients & Experience, 7.6/10 Market Presence, 100% IT Consulting",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,,10 - 49,,,2026-02-21 01:22:23
Nucleus Networks,sales@yournucleus.ca,,5.0,3.0,"Vancouver, Canada",Canada,http://yournucleus.ca/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/nucleus-networks,"20% Cybersecurity, 50% IT Managed Services, 15% Cloud Consulting & SI+1 service, 15% IT Strategy Consulting",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$100 - $149 / hr,50 - 249,,,2026-02-21 01:22:24
Sagiss,support@sagiss.com,,5.0,3.0,"Irving, TX",United States,https://www.sagiss.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/sagiss,"25% Cybersecurity, 25% Cloud Consulting & SI, 25% IT Managed Services+1 service, 25% IT Strategy Consulting",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:22:43
ITS Canada Inc.,Unreachable,,5.0,3.0,,,https://its-can.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-cybersecurity,https://clutch.co/profile/its-canada,"40% Cybersecurity, 50% IT Managed Services, 10% IT Strategy Consulting",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$150 - $199 / hr,2 - 9,,,2026-02-21 01:22:43
Technofy,Unreachable,https://www.technofy.io/contact,5.0,3.0,"Sofia, Bulgaria",Bulgaria,https://www.technofy.io/,https://clutch.co/profile/technofy,100% Cloud Consulting & SI,Clutch.co,IT Services,All IT Services,,$50 - $99 / hr,10 - 49,,,2026-02-21 01:23:14
"Olmec Systems, LLC",HelloNJ@olmec.com,,5.0,3.0,"Denville, NJ",United States,http://www.olmec.com,https://clutch.co/profile/olmec-systems,"60% IT Managed Services, 20% Cloud Consulting & SI, 10% IT Strategy Consulting+2 services, 5% Cybersecurity, 5% IT Staff Augmentation",Clutch.co,IT Services,"All IT Services,Managed IT (MSP)",,$200 - $300 / hr,50 - 249,,,2026-02-21 01:23:14
Connections for Business,info@connections.com,,5.0,3.0,"Hollywood, FL",United States,https://www.connections.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-msp,https://clutch.co/profile/connections-business,"80% IT Managed Services, 10% IT Strategy Consulting, 5% Cybersecurity+1 service, 5% Other IT Consulting and SI",Clutch.co,IT Services,"All IT Services,Managed IT (MSP)",,$200 - $300 / hr,10 - 49,,,2026-02-21 01:23:15
ITELENCE,contact@itelence.com,,5.0,3.0,"Warszawa, Poland",Poland,https://itelence.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-staff-augmentation,https://clutch.co/profile/itelence,"25% IT Staff Augmentation, 20% BI & Big Data Consulting & SI, 15% Back Office Outsourcing+4 services, 15% Finance & Accounting Outsourcing (FAO), 15% IT Managed Services, 5% Cloud Consulting & SI, 5% ERP Consulting and SI",Clutch.co,IT Services,"All IT Services,IT Staff Augmentation,Managed IT (MSP)",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:23:25
OneSpring,jason@onespring.net,,5.0,3.0,"Alpharetta, GA",United States,http://www.onespring.net,https://clutch.co/profile/onespring,"10% Web Design, 45% UX/UI Design, 20% IT Strategy Consulting+3 services, 10% Custom Software Development, 10% Mobile App Development, 5% Web Development",Clutch.co,"Design,Development,IT Services","UI/UX Design,Web Design,Custom Software Development,All IT Services",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:23:25
Full Stack Experts,+performance@track.adform.net,,5.0,3.0,"Łódź, Poland",Poland,https://www.fullstackexperts.eu/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/full-stack-experts,"50% Business Consulting, 15% Conversion Optimization, 10% AI Development+3 services, 10% Cloud Consulting & SI, 10% Other Digital Marketing, 5% AI Agents",Clutch.co,"Business Services,IT Services,Marketing","Consulting,Small Business Consulting,All IT Services,Digital Marketing",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:23:25
"Drummond Group, LLC",sales@drummondgroup.com,,5.0,3.0,"Durham, NC",United States,https://www.drummondgroup.com/,https://clutch.co/profile/drummond,"30% Cybersecurity, 70% Compliance Consulting",Clutch.co,IT Services,"All IT Services,Cybersecurity",,$200 - $300 / hr,50 - 249,,,2026-02-21 01:23:25
Fist of Success Private Limited,pargat@authorityentrepreneurs.com,,5.0,3.0,"Secunderabad, India",India,https://authorityentrepreneurs.com/,https://clutch.co/profile/fist-success-private,"20% API Development, 20% CRM Consulting and SI, 20% Custom Software Development+2 services, 20% Search Engine Optimization, 20% Web Development",Clutch.co,"Development,IT Services,Marketing","Custom Software Development,All IT Services,Digital Marketing",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:23:25
European IT Firm,Unreachable,https://www.eu-itf.com/contact,5.0,3.0,"Kirchseeon, Germany",Germany,https://www.eu-itf.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/european-it-firm,"20% Business Consulting, 30% Corporate Training & Coaching, 30% IT Managed Services+1 service, 20% IT Strategy Consulting",Clutch.co,"Business Services,IT Services","Consulting,Small Business Consulting,All IT Services,Managed IT (MSP)",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:23:35
SFIR Consulting Ltd.,sales@sfirconsulting.com,,5.0,3.0,"Toronto, Canada",Canada,https://www.sfirconsulting.com/,https://clutch.co/profile/sfir-consulting,"10% Accounting, 40% ERP Consulting and SI, 40% Finance & Accounting Outsourcing (FAO)+1 service, 10% Fractional CFO Services",Clutch.co,"Business Services,IT Services","Accounting,All IT Services",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:23:36
LNQP GmbH,info@lnqp.io,,5.0,3.0,"Berlin, Germany",Germany,https://www.lnqp.io?utm_source=clutch.co&utm_medium=referral&utm_campaign=consulting-boutique,https://clutch.co/profile/lnqp-gmbh,"35% Business Consulting, 30% Market Research, 20% Marketing Strategy+1 service, 15% IT Strategy Consulting",Clutch.co,"Business Services,IT Services","Boutique Consulting,Consulting,All IT Services",,$200 - $300 / hr,2 - 9,,,2026-02-21 01:23:36
SemTech IT Solutions,support@semtechit.com,,5.0,3.0,"Longwood, FL",United States,http://www.semtechit.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/semtech-it-solutions,"16.2/20 Reviews, 10/10 Clients & Experience, 9.6/10 Market Presence, 80% IT Managed Services, 20% Other",Clutch.co,IT Services,"Cybersecurity,Managed IT (MSP)",,,10 - 49,,,2026-02-21 01:24:13
Sure Systems,Unreachable,,5.0,3.0,"Calgary, Canada",Canada,https://suresystems.ca?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/sure-systems,"80% IT Managed Services, 10% Cloud Consulting & SI, 10% IT Strategy Consulting",Clutch.co,IT Services,"All IT Services,Managed IT (MSP)",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:24:42
Ford Office Technologies,info@fordtech.com,,5.0,3.0,"Connellsville, PA",United States,http://www.fordtech.com,https://clutch.co/profile/ford-office-technologies,"35% IT Managed Services, 35% IT Strategy Consulting, 30% Cybersecurity",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:24:53
ACT360 Web & IT Inc,adam@act360.ca,,5.0,3.0,"Barrie, Canada",Canada,https://act360.ca,https://clutch.co/profile/act360-web-it,"35% IT Managed Services, 35% Web Development, 10% Custom Software Development+3 services, 10% IT Strategy Consulting, 5% Digital Strategy, 5% Search Engine Optimization",Clutch.co,"Development,IT Services","PHP,All IT Services,Managed IT (MSP)",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:24:53
MaxSource Private Limited,contact@maxsourcepvtltd.com,,5.0,3.0,"Vadodara, India",India,https://maxsourcepvtltd.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/maxsource-private,"15% Finance & Accounting Outsourcing (FAO), 10% Accounting, 10% Back Office Outsourcing+10 services, 10% Financial Advising & Planning, 10% IT Managed Services, 10% PEO/Employee Leasing, 5% Document Digitization & Management, 5% Employer of Record (EOR) Services, 5% Financial Consulting, 5% Fractional CFO Services, 5% HR Outsourcing, 5% Other IT Consulting and SI, 5% Staffing",Clutch.co,"Business Services,IT Services","Accounting,HR Services,All IT Services,Managed IT (MSP)",,< $25 / hr,10 - 49,,,2026-02-21 01:24:53
KMayer,support@k-mayer.com,,5.0,3.0,"Rotterdam, Netherlands",Netherlands,https://k-mayer.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-cybersecurity,https://clutch.co/profile/kmayer,"25% Cybersecurity, 30% IT Managed Services, 25% Cloud Consulting & SI+1 service, 20% IT Strategy Consulting",Clutch.co,IT Services,"Cybersecurity,Managed IT (MSP)",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:25:12
Spellbind,Unreachable,,5.0,3.0,"Cary, NC",United States,http://spellbind.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/spellbind,"25% Cybersecurity, 25% Cloud Consulting & SI, 25% DevOps Managed Services+1 service, 25% IT Managed Services",Clutch.co,IT Services,"Cybersecurity,Managed IT (MSP)",,$150 - $199 / hr,2 - 9,,,2026-02-21 01:25:13
Mojo Trek,Unreachable,,5.0,3.0,"Chicago, IL",United States,https://clutch.co/profile/mojo-trek?verified=true#reviews,https://clutch.co/profile/mojo-trek,"35% IT Staff Augmentation, 25% Custom Software Development, 15% Application Testing+2 services, 15% IT Managed Services, 10% Web Development",Clutch.co,"Development,IT Services","Java,IT Staff Augmentation,Managed IT (MSP)",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:25:42
ITsGuru - Managed IT Services,Unreachable,,5.0,3.0,"Houston, TX",United States,https://clutch.co/profile/itsguru-managed-it-services?verified=true#reviews,https://clutch.co/profile/itsguru-managed-it-services,"25% IT Managed Services, 30% Cybersecurity, 25% Mobile App Development+1 service, 20% Custom Software Development",Clutch.co,"Development,IT Services",".NET,Flutter,Cybersecurity,Managed IT (MSP)",,,50 - 249,,,2026-02-21 01:25:43
AFINE,afine@afine.com,,5.0,3.0,"Warszawa, Poland",Poland,https://afine.com,https://clutch.co/profile/afine,100% Cybersecurity,Clutch.co,IT Services,"All IT Services,Cybersecurity",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:26:19
Working Excellence,4b5cb39c36@sentry.wixpress.com,,5.0,3.0,"Reston, VA",United States,https://www.workingexcellence.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services,https://clutch.co/profile/working-excellence,"15% AI Consulting, 15% AI Development, 15% BI & Big Data Consulting & SI+6 services, 15% Custom Software Development, 10% Business Consulting, 10% Cybersecurity, 10% Generative AI, 5% Digital Strategy, 5% IoT Development",Clutch.co,"Business Services,IT Services","Boutique Consulting,Consulting,Small Business Consulting,All IT Services,Cybersecurity",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:26:28
CyberSecOP,Unreachable,,5.0,3.0,"New York, NY",United States,https://clutch.co/profile/cybersecop?verified=true#reviews,https://clutch.co/profile/cybersecop,100% Cybersecurity,Clutch.co,IT Services,Cybersecurity,,,10 - 49,,,2026-02-21 01:26:57
Redline Cyber Security,info@redlinecybersecurity.com,,5.0,3.0,"Lake Orion, MI",United States,https://redlinecybersecurity.com,https://clutch.co/profile/redline-cyber-security,"60% Cybersecurity, 40% Application Testing",Clutch.co,IT Services,Cybersecurity,,$150 - $199 / hr,2 - 9,,,2026-02-21 01:27:26
